Sr No,Image File,Caption,20516,img2/insta20516,wHaT dAy Is It Even #stayhomeclub
310.0,img/insta310,"Atlanta, GA ",,,
311.0,img/insta311,😊 ,,,
312.0,img/insta312,"Couldn't go out tonight but I got love for you Washington, DC 😘 ",,,
314.0,img/insta314,Brooklyn ,,,
315.0,img/insta315,Brooklyn babies! Sorry I couldn't get everyone in 😘 ,,,
316.0,img/insta316,arena vibes ,,,
317.0,img/insta317,When I see my new costumes for stage -comin sooooon 😍 ,,,
318.0,img/insta318,Boston -you guys were LOUD 😍 ,,,
319.0,img/insta319,Toronto. ,,,
320.0,img/insta320,My cover for with ❤️ exciting things coming with this brilliant man. Shot by the amazing ,,,
321.0,img/insta321,"London, Ontario 💜 ",,,
322.0,img/insta322,"Ottawa, Canada -sick sick sick night 🙌🏽 love you guys ",,,
323.0,img/insta323,Due to safety I couldn't go outside tonight in Winnipeg. That did NOT stop me from gettin my pic tho 💘 ,,,
324.0,img/insta324,My littles. Saskatoon lovin ,,,
325.0,img/insta325,s'mores ,,,
326.0,img/insta326,restock the bus -grocery shopping in Saskatoon ,,,
327.0,img/insta327,"Calgary, Canada ❤️ ALSO: meeting you guys after my shows has been such a highlight.. but because your safety is priority and most important if we can't keep them contained I'll have to stop. I'll do it for as long as I can, but you matter most. Love you guys. Can't wait to see you Saskatoon ",,,
329.0,img/insta329,Walks through Calgary ,,,
330.0,img/insta330,"Got you Edmonton, Canada ",,,
331.0,img/insta331,TONIGHT 💥 ,,,
332.0,img/insta332,"Vancouver, Canada was LIT ",,,
333.0,img/insta333,"Seattle, WA ",,,
334.0,img/insta334,When you meet the boss and talk tech in a very unusual office ,,,
335.0,img/insta335,"San Jose, CA ",,,
337.0,img/insta337,"Sacramento, CA ",,,
339.0,img/insta339,After my first show in Vegas. ❤️ ,,,
340.0,img/insta340,My cover for Thank you to everyone involved! ,,,
341.0,img/insta341,"Just like the last tour.. nothing's changed. Fresno, CA ",,,
342.0,img/insta342,night 2 💙 ,,,
344.0,img/insta344,first show/tomorrow ,,,
346.0,img/insta346,when the crew come together for and ,,,
347.0,img/insta347,After we finish a show and don't mess it up ,,,
348.0,img/insta348,Behind the scenes of //tour content ,,,
349.0,img/insta349,Tour rehearsals ,,,
350.0,img/insta350,ALSO all of my tattoos will be available.. Each and every one of them mean so much to me. --I have 7 tattoos (and counting) ,,,
351.0,img/insta351,📸 ,,,
352.0,img/insta352,this month -thank you for the rad article Zach ,,,
354.0,img/insta354,74 🙏🏽❤️ ,,,
355.0,img/insta355,"THE absolute best in the game. Honestly knowing this man for two years, learning and growing. Thank you 🙏🏽 ",,,
356.0,img/insta356,I am proud to be apart of what you do to inspire the world. WE are the next generation. By grace through faith. All I know is you can change the world 🎞 ,,,
357.0,img/insta357,coming soon/ / REVIVAL tour '16 ,,,
358.0,img/insta358,Love you ,,,
359.0,img/insta359,Thank you -YOU guys though. Thank you for voting. You matter most ,,,
361.0,img/insta361,"Also last thing, getting ready for tour and the kick off is in Vegas. This is what's happening after. Come ",,,
362.0,img/insta362,sweets ,,,
367.0,img/insta367,first time I ever lead worship. I got to perform my first worship song I ever wrote. So grateful for His grace and understanding. ,,,
368.0,img/insta368,"tb to a sweet, small house in TX ",,,
369.0,img/insta369,We have waited our whole lives for this 😝☺️ ,,,
370.0,img/insta370,Papa 💙 ,,,
371.0,img/insta371,this -wishing I was with and right now ,,,
372.0,img/insta372,Words can't describe how much I love this one right here✌🏼 ,,,
373.0,img/insta373,Black and white makes life look sick. Had the best couple of days Paris. I snap chatted way too much while I was here. snap: selenagomez ,,,
374.0,img/insta374,It's that time again- I love my family 💙 ,,,
375.0,img/insta375,It's fun to look cool sometimes ,,,
377.0,img/insta377,We made it Paris ,,,
378.0,img/insta378,Prepping for ,,,
379.0,img/insta379,Thank you for the purty pic AND for always taking care of me! Love you so -I legit ripped my dress right after this shot. I blame in n out. ,,,
380.0,img/insta380,Family ,,,
381.0,img/insta381,📸 for today ,,,
382.0,img/insta382,this is what was shining most -so proud of you Tay 🔥 ,,,
383.0,img/insta383,last night was fun ,,,
384.0,img/insta384,A little tb and a happy birthday to one of the kindest people I know AND someone who has inspired me for years! ,,,
385.0,img/insta385,throwback -swag ,,,
386.0,img/insta386,rp -facts ,,,
388.0,img/insta388,Thank you AND for spending the day with me and eating chilis. ,,,
389.0,img/insta389,Finally got to see our movie tonight at Sundance!!! So proud to have the closing film -can't wait for you guys to see it soooon ,,,
390.0,img/insta390,Thank you for a childhood dream come true ... Did you guys see it?! 😳🙈💜 AH ,,,
391.0,img/insta391,when they play your song at the club ,,,
392.0,img/insta392,"your embrace is everything to me -hi, just love you guys ",,,
393.0,img/insta393,Are we in the clear yet? ,,,
394.0,img/insta394,love them ,,,
395.0,img/insta395,Happy bday Orly -celebrate kindness and who you are ,,,
396.0,img/insta396,"So happy and are partnering with -I've been an ambassador since I was 17, met Nicolas last year. SO grateful for the worlds to collide for a great cause. ",,,
398.0,img/insta398,just discussing ,,,
399.0,img/insta399,mood for all 60 million of you 🙈 -insane... thank YOU for living life with me. ,,,
400.0,img/insta400,nothing makes my heart happier -my boys. For life ,,,
401.0,img/insta401,... home. Literally nothing better than this. Sorry but not sorry LA. ,,,
402.0,img/insta402,that one time we went to jail ,,,
403.0,img/insta403,ready for you ,,,
404.0,img/insta404,Happy birthday to my number one. cousins/sisters/therapists -I love you. ,,,
405.0,img/insta405,Left my phone behind to be present! I am so grateful for the people I've met this year but more importantly for the people who have been consistent and by my side through thick and thin. That'd be YOU. Thank you for another year! Love you guys! ,,,
406.0,img/insta406,tb ,,,
407.0,img/insta407,I promise I have the biggest family. But my pride and joy lives with this one right here. ,,,
409.0,img/insta409,-tomorrow ,,,
411.0,img/insta411,MY godson 😍 ,,,
412.0,img/insta412,comin soon hehe ,,,
413.0,img/insta413,"Thanks and to all my for 3 amazing years. I’ve had the best time guest designing my own clothing line for you. I’ll be following for more exciting things coming up in 2016, make sure you do too! ",,,
414.0,img/insta414,My baby did me up tonight. 😚 ,,,
415.0,img/insta415,I don't know life without you Taylor. Happy birthday! ,,,
416.0,img/insta416,Tonight ,,,
417.0,img/insta417,This means we had good lighting.. Right ladies?? 😂 ,,,
418.0,img/insta418,My babe and I performing tonight for SO grateful to wrap up this year with the best people. Thank you NY!! ,,,
419.0,img/insta419,Paul came to give me my award for women in music!!! ,,,
420.0,img/insta420,Philly love -best ever. ,,,
421.0,img/insta421,What my day looked like ,,,
422.0,img/insta422,"Wait, on the low though... This was backstage. Why do you think I covered my stomach during the show?? 😂😭 watch on CBS!!! ",,,
424.0,img/insta424,show is happening! Wish I was with all my angels right now! ,,,
426.0,img/insta426,The time is almost here fashion show December 8th on CBS!! Hope you guys are having a great day/night 💜 ,,,
427.0,img/insta427,After the show is the after party.. Thank you for my stocking!!! ☺️ ,,,
428.0,img/insta428,Jingle ball in Oakland!! Man I'm getting pumped for tour.... Thank you ,,,
429.0,img/insta429,💜 ,,,
431.0,img/insta431,📸 ,,,
432.0,img/insta432,Thank you and ☺️☺️☺️ ,,,
433.0,img/insta433,💜 ,,,
434.0,img/insta434,-we just show up. Thank you for making us and all beautiful women feel beautiful ,,,
435.0,img/insta435,Zzz ,,,
436.0,img/insta436,my heart. ,,,
437.0,img/insta437,ok no more 🙈 ,,,
438.0,img/insta438,☺️ ,,,
439.0,img/insta439,"This show was a dream to be on. Thank you so much and all the angels for being SO nice, warm and fun!! -and looking at you guys all day wasn't hard to do at all 😏 Abel killed it as usual and Ellie was shining brighter than ever! Can't wait for you guys to see it on December 8th!! K I'm done. What is life? Love you!!💋 ",,,
440.0,img/insta440,Thank you for my custom dress tonight. Felt like a true VS angel. 😇💜 also shout out to the dream team and ,,,
441.0,img/insta441,50 million 🙈🙀💜 - I love you guys. You make me smile. And I love secretly stalking some of your pages. ,,,
